seqname,tax_id,species_name
S000393265,351052,Alkalilimnicola ehrlichii
S000393494,29552,Acholeplasma axanthum
S000393495,47687,Mycoplasma alligatoris
S000393496,171279,Mycoplasma anatis
S000393497,171280,Mycoplasma buteonis
S000393499,171281,Mycoplasma citelli
S000393501,171282,Mycoplasma columborale
S000393502,171283,Mycoplasma cricetuli
S000393503,50052,Mycoplasma crocodyli
S000393504,171284,Mycoplasma cynos
S000393505,86660,Mycoplasma dispar
S000393506,76629,Mycoplasma gallopavonis
S000393507,171285,Mycoplasma glycophilum
S000393508,2100,Mycoplasma hyorhinis
S000393509,171286,Mycoplasma lagogenitalium
S000393510,171287,Mycoplasma moatsii
S000393512,171289,Mycoplasma mustelae
S000393513,171290,Mycoplasma oxoniensis
S000393514,2125,Mycoplasma sualvi
S000393515,171291,Mycoplasma verecundum
S000393517,171523,Lactobacillus pantheris
S000393852,897,Desulfococcus multivorans
S000393853,453230,Desulfarculus baarsii
S000393854,2290,Desulfobacter curvatus
S000393855,115781,Desulfotignum balticum
S000393856,2296,Desulfobacterium autotrophicum
S000393857,2298,Desulfobacterium vacuolatum
S000393859,2293,Desulfobacter postgatei
S000393881,190898,Desulfotignum phosphitoxidans
S000393884,173509,Shewanella fidelis
S000393915,190655,Legionella busanensis
S000394018,1824,Nocardia asteroides
S000394026,135487,Nocardia cyriacigeorgica
S000394027,37330,Nocardia nova
S000394034,37328,Nocardia carnea
S000394037,37326,Nocardia brasiliensis
S000394038,37332,Nocardia seriolae
S000394039,37327,Nocardia brevicatena
S000394040,114259,Nocardia paucivorans
S000394041,45979,Nocardia pseudobrasiliensis
S000394043,53432,Nocardia uniformis
S000394044,1822,Nocardia vaccinii
S000394045,189540,Nocardia pseudovaccinii
S000394046,37333,Nocardia transvalensis
S000394048,53428,Nocardia crassostreae
S000394049,53431,Nocardia salmonicida
S000394050,134962,Nocardia soli
S000394053,134964,Nocardia africana
S000394054,132249,Nocardia veterana
S000394065,53972,Rhodococcus corynebacterioides
S000394066,1823,Nocardia otitidiscaviarum
S000394075,1686,Bifidobacterium catenulatum
S000394107,175628,Gordonia paraffinivorans
S000394129,176090,Streptococcus sinensis
S000394136,178356,Flavobacterium xinjiangense
S000394137,178355,Flavobacterium omnivorum
S000394148,176898,Prauserella alba
S000394160,204072,Ramlibacter henchirensis
S000394161,178001,Leuconostoc inhae
S000394174,179010,Psychrobacter jeotgali
S000394232,180286,Hespellia porcina
S000394234,180311,Hespellia stercorisuis
S000394290,180916,Cellvibrio fulvus
S000394291,39650,Cellvibrio mixtus
S000394396,155077,Cellvibrio japonicus
S000394397,195105,Haematobacter massiliensis
S000394398,195801,Streptomyces speibonae
S000394495,191026,Desulfovibrio hydrothermalis
S000394500,184756,Nocardia caishijiensis
S000394509,187400,Paracoccus zeaxanthinifaciens
S000394586,196587,Albidovulum inexpectatum
S000394588,1044,Erythrobacter longus
S000394589,39960,Erythrobacter litoralis
S000394593,185641,Prauserella halophila
S000395038,198616,Pseudomonas jinjuensis
S000395040,198618,Pseudomonas umsongensis
S000395042,198620,Pseudomonas koreensis
S000395050,191302,Devosia neptuniae
S000395052,1582,Lactobacillus casei
S000395057,186571,Tenacibaculum skagerrakense
S000395079,187328,Veillonella montpellierensis
S000395436,192812,Erythrobacter flavus
S000395438,86173,Microbulbifer elongatus
S000395441,244407,Shewanella pacifica
S000395486,195930,Cupriavidus respiraculi
S000395520,194542,Mycobacterium pinnipedii
S000395539,205332,Agromyces albus
S000395649,193461,Streptomyces aureus
S000395651,1963,Streptomyces olivochromogenes
S000395972,195041,Streptococcus oligofermentans
S000396471,916,Nitrosomonas eutropha
S000396590,204046,Petrotoga mexicana
S000396754,206499,Erwinia papayae
S000397413,209650,Acidicaldus organivorans
S000397920,209639,Marinobacter lipolyticus
S000397967,246618,Bifidobacterium thermacidophilum
S000398100,204525,Roseomonas cervicalis
S000398317,216142,Pseudomonas rhizosphaerae
S000398321,33030,Peptoniphilus indolicus
S000398333,1232866,Burkholderia udeis
S000398525,52584,Brachyspira pilosicoli
S000398531,198815,Vibrio superstes
S000398535,214888,Entomoplasma luminosum
S000398577,215578,Entomoplasma somnilux
S000398603,214905,Tepidibacter thalassicus
S000398983,218538,Dialister invisus
S000399366,216427,Mesoplasma chauliocola
S000399510,216874,Mesoplasma corruscae
S000399544,213783,Shewanella waksmanii
S000399556,217204,Achromobacter insolitus
S000399557,217203,Achromobacter spanius
S000399883,218139,Aeriscardovia aeriphila
S000399884,218140,Bifidobacterium psychraerophilum
S000399957,218205,Garciella nitratireducens
S000399986,217731,Mesoplasma photuris
S000399987,1887,Streptomyces albogriseolus
S000400145,217511,Fulvimarina pelagi
S000400179,218670,Marinobacter excellens
S000400180,218673,Sulfitobacter dubius
S000400181,218672,Sulfitobacter delicatus
S000400216,215220,Komagataeibacter swingsii
S000400217,215221,Komagataeibacter rhaeticus
S000400225,33069,Pseudomonas viridiflava
S000400333,218208,Desulfatibacillum aliphaticivorans
S000400395,502049,Thalassospira profundimaris
S000400518,219745,Mesoplasma tabanidae
S000400845,45634,Streptococcus cristatus
S000400846,1309,Streptococcus mutans
S000400847,1310,Streptococcus sobrinus
S000400848,1317,Streptococcus downei
S000400849,1339,Streptococcus macacae
S000400850,1304,Streptococcus salivarius
S000400851,1343,Streptococcus vestibularis
S000400893,220752,Shewanella gaetbuli
S000401763,223390,Ancylobacter polymorphus
S000402934,257708,Roseomonas gilardii
S000403225,225453,Yaniella halotolerans
S000403323,225999,Mesoplasma syrphidae
S000403332,229549,Streptococcus minor
S000403334,223392,Rhodococcus gordoniae
S000403825,57704,Tsukamurella tyrosinosolvens
S000404311,227084,Ulvibacter litoralis
S000404711,28124,Porphyromonas endodontalis
S000404718,224312,Vibrio hispanicus
S000404721,236402,Bartonella chomelii
S000404964,638,Arsenophonus nasoniae
S000405116,93220,Pandoraea pnomenusa
S000405472,40576,Xenorhabdus bovienii
S000405473,628,Xenorhabdus nematophila
S000405474,40578,Xenorhabdus beddingii
S000405733,236511,Nocardia neocaledoniensis
S000406247,66876,Streptomyces chattanoogensis
S000406286,233100,Ectothiorhodosinus mongolicus
S000406436,301302,Roseburia faecis
S000406837,84378,Brachyspira murdochii
S000407967,242750,Prevotella bergensis
S000407970,28224,Mesoplasma seiffertii
S000408074,243061,Mycobacterium sherrisii
S000408089,253256,Soehngenia saccharolytica
S000408382,254246,Aquicella lusitana
S000408383,254247,Aquicella siphonis
S000408846,244735,Klugiella xanthotipulae
S000409793,450,Legionella longbeachae
S000410447,380392,Desulfomicrobium thermophilum
S000412016,262776,Rhodococcus imtechensis
S000412037,263378,Salipiger mucosus
S000412305,61635,Acholeplasma brassicae
S000412307,264634,Acholeplasma equifetale
S000412308,264635,Acholeplasma granularum
S000412309,264636,Acholeplasma hippikon
S000412310,264637,Acholeplasma morum
S000412312,264639,Acholeplasma parvum
S000412954,265726,Photobacterium halotolerans
S000412963,504,Kingella kingae
S000413195,267212,Neisseria bacilliformis
S000413446,7,Azorhizobium caulinodans
S000413447,399,Neorhizobium galegae
S000413460,28104,Mesorhizobium huakuii
S000413462,33050,Sphingopyxis macrogoltabida
S000413466,33052,Sphingopyxis terrae
S000413467,13690,Sphingobium yanoikuyae
S000413470,40837,Mycoplana ramosa
S000413471,76978,Novosphingobium rosa
S000413519,28220,Brachymonas denitrificans
S000413521,359,Rhizobium rhizogenes
S000413529,382,Ensifer meliloti
S000413552,33018,Sporolactobacillus laevolacticus
S000413575,35804,Rhodovulum adriaticum
S000413576,58314,Rhodovulum strictum
S000413578,33049,Rhodobacter veldkampii
S000413580,35806,Rhodovulum sulfidophilum
S000413583,35805,Rhodovulum euryhalinum
S000413585,1061,Rhodobacter capsulatus
S000413599,661,Photobacterium angustum
S000413602,659,Photobacterium phosphoreum
S000413603,29408,Rhodoplanes elegans
S000413605,29409,Rhodoplanes roseus
S000413726,33998,Acidocella aminolytica
S000413727,523,Acidiphilium angustum
S000413728,524,Acidiphilium cryptum
S000413729,525,Acidocella facilis
S000413730,33999,Acidiphilium organovorum
S000413734,1080,Afifella marina
S000413736,34017,Rhodobium orientis
S000413795,784,Orientia tsutsugamushi
S000413800,35793,Rickettsia sibirica
S000413803,184917,Desulfovibrio magneticus
S000413814,286438,Agromyces hippuratus
S000413817,47466,Borrelia miyamotoi
S000413823,46124,Granulicatella adiacens
S000413900,477,Moraxella lacunata
S000413901,29519,Borreliella garinii
S000413906,43057,Rhodobacter azotoformans
S000413912,53341,Xenorhabdus japonica
S000413914,40577,Xenorhabdus poinarii
S000413948,1597,Lactobacillus paracasei
S000414096,83555,Chlamydia abortus
S000414108,77675,Paracraurococcus ruber
S000414109,77585,Craurococcus roseus
S000414110,93683,Roseivivax halodurans
S000414111,93684,Roseivivax halotolerans
S000414115,1683,Bifidobacterium angulatum
S000414116,1689,Bifidobacterium dentium
S000414117,216816,Bifidobacterium longum
S000414119,35760,Bifidobacterium choerinum
S000414120,28026,Bifidobacterium pseudocatenulatum
S000414121,1691,Bifidobacterium indicum
S000414122,78342,Bifidobacterium gallicum
S000414123,78343,Bifidobacterium boum
S000414124,78344,Bifidobacterium gallinarum
S000414125,78345,Bifidobacterium merycicum
S000414126,1692,Bifidobacterium magnum
S000414127,1694,Bifidobacterium pseudolongum
S000414129,78448,Bifidobacterium pullorum
S000414130,78346,Bifidobacterium ruminantium
S000414138,76588,Acidiphilium acidophilum
S000414171,51664,Lactobacillus dextrinicus
S000414186,511,Alcaligenes faecalis
S000414201,85991,Chlamydophila pecorum
S000414212,187304,Labrenzia aggregata
S000414216,76980,Ahrensia kielensis
S000414217,71235,Stappia stellulata
S000414220,54062,Pediococcus parvulus
S000414224,813,Chlamydia trachomatis
S000414225,81932,Methylomicrobium japanense
S000414226,78257,Bifidobacterium saeculare
S000414229,78258,Parascardovia denticolens
S000414230,78259,Scardovia inopinata
S000414231,77635,Bifidobacterium subtile
S000414249,33047,Bartonella vinsonii
S000414250,807,Bartonella elizabethae
S000414284,28252,Halomonas halodenitrificans
S000414289,505341,Gallibacterium salpingitidis
S000414295,157339,Actinobacillus arthritidis
S000414302,505,Kingella oralis
S000414306,484,Neisseria flavescens
S000414309,495,Neisseria elongata
S000414312,61,Vitreoscilla stercoraria
S000414324,28232,Geobacter metallireducens
S000414326,2106,Mycoplasma corogypsi
S000414329,2754,Synergistes jonesii
S000414330,28045,Mycobacterium celatum
S000414343,29323,Thermoanaerobacter brockii
S000414345,29350,Thermoanaerobacter thermocopriae
S000414346,1560,Moorella thermoautotrophica
S000414347,28896,Thermoanaerobacterium saccharolyticum
S000414382,912,Nitrobacter hamburgensis
S000414425,28198,Arcobacter cryaerophilus
S000414428,28199,Arcobacter nitrofigilis
S000414447,29546,Lawsonia intracellularis
S000414455,28136,Prevotella oulorum
S000414456,28137,Prevotella veroralis
S000414466,28130,Prevotella disiens
S000414476,28114,Porphyromonas levii
S000414477,28115,Porphyromonas macacae
S000414480,28117,Alistipes putredinis
S000414481,28139,Rikenella microfusus
S000414511,31909,Halothermothrix orenii
S000414520,29563,Halanaerobium salsuginis
S000414530,29560,Mycoplasma imitans
S000414531,29556,Mycoplasma gallinaceum
S000414532,29557,Mycoplasma gallinarum
S000414533,29561,Mycoplasma meleagridis
S000414558,36854,Desulfitobacterium dehalogenans
S000414575,34027,Azoarcus tolulyticus
S000414577,38986,Acholeplasma palmae
S000414621,34068,Cycloclasticus pugetii
S000414641,35830,Acetivibrio cellulolyticus
S000414651,786,Rickettsia akari
S000414655,33990,Rickettsia bellii
S000414656,788,Rickettsia canadensis
S000414664,35791,Rickettsia massiliae
S000414665,33991,Rickettsia montanensis
S000414666,33992,Rickettsia rhipicephali
S000414667,783,Rickettsia rickettsii
S000414680,35792,Rickettsia parkeri
S000414771,53444,Lactobacillus lindneri
S000414934,272241,Zimmermannella alba
S000414937,272210,Leucobacter albus
S000415016,203699,Derxia gummosa
S000415024,211668,Colwellia piezophila
S000415043,227924,Oceanithermus desulfurans
S000415046,229155,Borrelia turcica
S000415132,248905,Zobellia amurskyensis
S000415133,248906,Zobellia laminariae
S000415134,248907,Zobellia russellii
S000415178,265960,Komagataeibacter nataicola
S000415180,266805,Microbulbifer variabilis
S000416125,248551,Nocardia testacea
S000416204,81405,Desulfovibrio burkinensis
S000416760,195913,Loktanella salsilacus
S000416782,211146,Arthrobacter nitroguajacolicus
S000416837,237017,Algoriphagus winogradskyi
S000416838,237018,Algoriphagus aquimarinus
S000416839,237019,Algoriphagus chordae
S000416841,237610,Pseudomonas psychrotolerans
S000416877,245187,Loktanella fryxellensis
S000416878,245188,Loktanella vestfoldensis
S000416938,254785,Streptococcus halichoeri
S000416959,57028,Algoriphagus ratkowskyi
S000416962,256326,Psychrobacter arenosus
S000416964,257772,Halomonas organivorans
S000417236,285351,Sanguibacter marinus
S000417331,293552,Marinomonas polaris
S000417333,293647,Byssovorax cruenta
S000417710,218144,Vagococcus carniphilus
S000417749,225362,Paracoccus haeundaensis
S000417792,231024,Streptomyces africanus
S000418159,33878,Agromyces cerinus
S000418699,240125,Mycobacterium parascrofulaceum
S000418948,245836,Nocardiopsis salina
S000419155,247333,Serinicoccus marinus
S000419424,249189,Enterococcus hermanniensis
S000419478,252246,Alicyclobacillus vulcanalis
S000420023,1303,Streptococcus oralis
S000420024,68892,Streptococcus infantis
S000420025,113107,Streptococcus australis
S000420138,259354,Desulfatibacillum alkenivorans
S000420263,271160,Nicoletella semolina
S000420324,262076,Marinobacter flavimaris
S000420325,262077,Marinobacter daepoensis
S000420409,261964,Kangiella koreensis
S000420410,261965,Kangiella aquimarina
S000420421,351673,Xenorhabdus cabanillasii
S000420507,263723,Idiomarina fontislapidosi
S000420519,264027,Algoriphagus marincola
S000420521,104,Cyclobacterium marinum
S000421498,257758,Streptococcus pseudopneumoniae
S000421558,196,Campylobacter fetus
S000421679,28099,Rhizobium rubi
S000421814,28184,Leptospira weilii
S000422111,286420,Hahella ganghwensis
S000424416,183,Leptonema illini
S000425638,293890,Agromyces subbeticus
S000425929,329,Ralstonia pickettii
S000426025,294710,Proteiniphilum acetatigenes
S000426477,295352,Streptomyces bangladeshensis
S000426482,669,Vibrio harveyi
S000426605,296218,Roseivirga echinicomitans
S000426640,409436,Gramella marina
S000427298,77524,Colwellia maris
S000427347,451807,Microbacterium halophilum
S000427348,162393,Microbacterium aurantiacum
S000427351,83341,Gordonia rhizosphera
S000427363,64976,Oceanospirillum beijerinckii
S000427366,64977,Oceanospirillum maris
S000427367,64969,Oceanospirillum multiglobuliferum
S000427368,64970,Marinobacterium jannaschii
S000427369,64971,Pseudospirillum japonicum
S000427370,64972,Oceanobacter kriegii
S000427371,64973,Terasakiella pusilla
S000427372,64974,Marinospirillum minutulum
S000427373,64975,Marinospirillum megaterium
S000427506,1351,Enterococcus faecalis
S000427553,1575,Leifsonia xyli
S000427555,84531,Lysobacter antibioticus
S000427557,198312,Porphyrobacter sanguineus
S000427666,61150,Pseudoalteromonas peptidolytica
S000427693,66835,Desulfocella halophila
S000427735,67081,Mycobacterium alvei
S000427736,67854,Actinobacillus succinogenes
S000427769,67825,Citrobacter rodentium
S000427770,67826,Citrobacter sedlakii
S000427773,67828,Citrobacter gillenii
S000427774,57706,Citrobacter braakii
S000427775,67829,Citrobacter murliniae
S000427777,67824,Citrobacter farmeri
S000427779,67827,Citrobacter werkmanii
S000427858,54736,Salmonella bongori
S000427864,72023,Methylarcula terricola
S000427889,53419,Treponema socranskii
S000427947,74700,Entomoplasma freundtii
S000427978,75310,Rhodanobacter lindaniclasticus
S000427979,332056,Sphingobium japonicum
S000427982,70997,Lewinella nigricans
S000427983,70998,Lewinella persica
S000427998,71433,Mesorhizobium amorphae
S000428003,39844,Mesorhizobium tianshanense
S000428017,75658,Campylobacter lanienae
S000428030,73030,Dechloromonas agitata
S000428077,81857,Lactobacillus selangorensis
S000428078,76009,Fusibacter paucivorans
S000428079,76007,Desulfovibrio senezii
S000428080,878,Desulfovibrio fructosivorans
S000428088,43354,Prauserella rugosa
S000428097,86102,Idiomarina abyssalis
S000428098,86103,Idiomarina zobellii
S000428099,86104,Arenibacter latericius
S000428108,85401,Mannheimia glucosida
S000428112,85404,Mannheimia varigena
S000428119,85403,Mannheimia ruminalis
S000428121,85402,Mannheimia granulomatis
S000428122,74701,Desulfotomaculum putei
S000428131,74661,Halomonas campisalis
S000428186,51367,Salinivibrio costicola
S000428195,75588,Pseudomonas libanensis
S000428211,75612,Pseudomonas mandelii
S000428212,75922,Mycobacterium tusciae
S000428232,85688,Nocardia cerradoensis
S000428240,1356,Enterococcus sulfureus
S000428241,44007,Enterococcus pseudoavium
S000428243,41997,Enterococcus saccharolyticus
S000428245,1355,Enterococcus columbae
S000428246,44009,Enterococcus dispar
S000428248,44008,Enterococcus cecorum
S000428252,53346,Enterococcus mundtii
S000428268,119864,Marinomonas mediterranea
S000428331,76758,Pseudomonas orientalis
S000428367,84590,Taylorella asinigenitalis
S000428381,77298,Pseudomonas jessenii
S000428384,81468,Aminobacterium colombiense
S000428396,93980,Nitrobacter alkalicus
S000428417,81464,Anaeromusa acidaminophila
S000428418,1731,Eubacterium acidaminophilum
S000428427,87012,Helicobacter mesocricetorum
S000428451,81467,Aminobacterium mobile
S000428465,78543,Pseudomonas migulae
S000428466,78544,Pseudomonas gessardii
S000428477,92181,Bartonella koehlerae
S000428509,80880,Hylemonella gracilis
S000428510,80883,Giesbergeria sinuosa
S000428511,80882,Simplicispira psychrophila
S000428512,80879,Curvibacter delicatus
S000428520,47920,Acidovorax delafieldii
S000428521,12917,Acidovorax facilis
S000428522,80878,Acidovorax temperans
S000428524,65656,Hydrogenophaga taeniospiralis
S000428525,65655,Hydrogenophaga palleronii
S000428526,47421,Hydrogenophaga pseudoflava
S000428527,65657,Hydrogenophaga flava
S000428528,32013,Comamonas terrigena
S000428533,79599,Heliorestis daurensis
S000428559,81037,Pseudoalteromonas elyakovii
S000428561,77608,Pseudoalteromonas distincta
S000428567,81029,Hyphomonas adhaerens
S000428568,81031,Hyphomonas johnsonii
S000428571,81030,Hyphomonas hirschiana
S000428572,81034,Hyphomonas rosenbergii
S000428574,81033,Hyphomonas oceanitis
S000428637,1079,Blastochloris viridis
S000428666,28202,Peredibacter starrii
S000428669,82633,Cupriavidus pauculus
S000428744,88058,Treponema primitia
S000428774,296,Pseudomonas fragi
S000428789,316,Pseudomonas stutzeri
S000428823,105483,Desulfotomaculum alkaliphilum
S000428831,95485,Burkholderia stabilis
S000428840,198,Campylobacter hyointestinalis
S000428852,89184,Ruegeria pomeroyi
S000428856,314263,Roseovarius nubinhibens
S000428874,84979,Desulfotalea arctica
S000428875,84980,Desulfotalea psychrophila
S000428876,84981,Desulfofaba gelida
S000428877,84982,Desulfofrigus oceanense
S000428878,84983,Desulfofrigus fragile
S000428886,930166,Pseudomonas brassicacearum
S000428888,86265,Pseudomonas thivervalensis
S000428894,84109,Slackia exigua
S000428895,84110,Slackia heliotrinireducens
S000428899,89050,Streptomyces yeochonensis
S000428900,89051,Gordonia desulfuricans
S000428902,89053,Gordonia amicalis
S000428904,85085,Arthrobacter chlorophenolicus
S000428921,1338,Streptococcus intermedius
S000428926,76860,Streptococcus constellatus
S000428928,1328,Streptococcus anginosus
S000428966,109330,Nocardiopsis tropica
S000428967,109329,Nocardiopsis trehalosi
S000429041,13373,Burkholderia mallei
S000429044,1022,Beggiatoa alba
S000429050,112140,Gluconacetobacter johannae
S000429051,33964,Leuconostoc citreum
S000429068,1058,Thiocapsa roseopersicina
S000429072,99594,Thermohalobacter berrensis
S000429085,85925,Alkalispirillum mobile
S000429090,103725,Kutzneria kofuensis
S000429095,43355,Crossiella cryophila
S000429246,100133,Sporobacterium olearium
S000429252,225971,Erythrobacter citreus
S000429253,91359,Enterovibrio calviensis
S000429262,91360,Desulforhopalus singaporensis
S000429408,180332,Robinsoniella peoriensis
S000429465,187979,Mitsuokella jalaludinii
S000429466,187980,Microbulbifer salipaludis
S000429467,187981,Marinobacter litoralis
S000429475,43348,Mycobacterium branderi
S000429477,85968,Mycobacterium brumae
S000429478,188915,Mycobacterium engbaekii
S000429484,141349,Mycobacterium lentiflavum
S000429485,1806,Mycobacterium microti
S000429490,39694,Mycobacterium poriferae
S000429491,39695,Mycobacterium tokaiense
S000429492,1810,Mycobacterium vaccae
S000429494,1795,Mycobacterium neoaurum
S000429496,1790,Mycobacterium asiaticum
S000429498,1800,Mycobacterium chubuense
S000429500,1801,Mycobacterium diernhoferi
S000429501,1793,Mycobacterium fallax
S000429504,1771,Mycobacterium phlei
S000429505,1783,Mycobacterium scrofulaceum
S000429655,202789,Actinobaculum massiliense
S000429658,194197,Neisseria dentiae
S000429659,194196,Alysiella filiformis
S000429663,190721,Ralstonia insidiosa
S000430598,202950,Acinetobacter baylyi
S000430601,202956,Acinetobacter towneri
S000430603,202955,Acinetobacter tjernbergiae
S000430605,202951,Acinetobacter bouvetii
S000430607,202952,Acinetobacter gerneri
S000430608,202954,Acinetobacter tandoii
S000430787,196367,Burkholderia sordidicola
S000430917,197183,Alkanindiges illinoisensis
S000430937,200476,Methylobacterium podarium
S000431077,200475,Brumimicrobium glaciale
S000431410,382514,Telmatospirillum siberiense
S000431601,309806,Sulfurihydrogenibium azorense
S000431605,203795,Alteromonas marina
S000431608,203799,Nocardioides aquiterrae
S000432025,204799,Nitratireductor aquibiodomus
S000432054,213248,Mesonia algae
S000432069,29374,Filifactor villosus
S000432201,205941,Salinibacterium amurskyense
S000432204,150033,Enterococcus ratti
S000432293,1260,Finegoldia magna
S000432295,33037,Anaerococcus vaginalis
S000432298,33034,Anaerococcus prevotii
S000432299,33032,Anaerococcus lactolyticus
S000432300,33036,Anaerococcus tetradius
S000432334,213312,Herbaspirillum lusitanum
S000432772,209880,Allisonella histaminiformans
S000432787,731,Histophilus somni
S000433018,120370,Vagococcus fessus
S000433334,153971,Mycobacterium palustre
S000433949,41988,Cryobacterium psychrophilum
S000434336,133924,Leisingera methylohalidivorans
S000434353,136992,Methylosarcina lacus
S000434393,34007,Paracoccus versutus
S000434394,53463,Paracoccus solventivorans
S000434395,34003,Paracoccus aminophilus
S000434396,34002,Paracoccus alcaliphilus
S000434537,152332,Lactobacillus parakefiri
S000434562,153266,Aequorivita antarctica
S000434565,153267,Aequorivita lipolytica
S000434566,153268,Aequorivita crocea
S000434584,155866,Weissella soli
S000434588,163604,Nocardiopsis exhalans
S000434594,154621,Enterococcus phoeniculicola
S000434611,211460,Afipia massiliensis
S000434620,157687,Leptotrichia wadei
S000434621,157688,Leptotrichia hofstadii
S000434624,157691,Leptotrichia shahii
S000434625,157692,Leptotrichia goodfellowii
S000434678,158892,Ensifer kummerowiae
S000434700,165096,Weissella koreensis
S000434710,163605,Nocardiopsis umidischolae
S000434796,166934,Pseudoalteromonas paragorgicola
S000434797,166935,Pseudoalteromonas translucida
S000434814,169427,Burkholderia terricola
S000434918,334545,Rickettsia tamurae
S000434961,177413,Ancylobacter rudongensis
S000434975,1345,Streptococcus ferus
S000435072,186931,Thioalkalivibrio nitratireducens
S000435074,188789,Sulfobacillus sibiricus
S000435092,190197,Kribbella alba
S000435093,190195,Kribbella antibiotica
S000435483,218490,Polaribacter butkevichii
S000435824,57863,Borrelia turdi
S000435847,58231,Treponema medium
S000435861,58116,Glycomyces tenuis
S000435862,58114,Glycomyces harbinensis
S000435877,83556,Chlamydia felis
S000435880,83560,Chlamydia muridarum
S000435895,50712,Blastochloris sulfoviridis
S000435907,1667,Arthrobacter creatinolyticus
S000435923,37752,Flavobacterium hibernum
S000435928,42859,Halanaerobium lacusrosei
S000435941,38502,Blastococcus aggregatus
S000435957,934,Thiomicrospira pelophila
S000435964,1031,Thiothrix nivea
S000435986,40414,Desulforhopalus vacuolatus
S000435989,77098,Halomonas pacifica
S000436012,40519,Ruminococcus callidus
S000436014,1264,Ruminococcus albus
S000436019,1265,Ruminococcus flavefaciens
S000436024,111769,Thiothrix unzii
S000436035,2698,Heliobacterium chlorum
S000436037,285,Comamonas testosteroni
S000436051,950,Neorickettsia risticii
S000436057,2336,Thermotoga maritima
S000436065,537,Iodobacter fluviatilis
S000436070,502,Kingella denitrificans
S000436106,2122,Mycoplasma pirum
S000436118,2143,Spiroplasma gladiatoris
S000436130,2113,Mycoplasma californicum
S000436137,2087,Anaeroplasma abactoclasticum
S000436189,1788,Mycobacterium terrae
S000436216,500,Thermomicrobium roseum
S000436237,2300,Desulfosarcina variabilis
S000436358,991,Flavobacterium hydatis
S000436360,982,Saccharicrinis fermentans
S000436363,987,Aquimarina latercula
S000436371,256,Myroides odoratus
S000436387,1008,Saprospira grandis
S000436392,1600,Lactobacillus acetotolerans
S000436485,974,Sporohalobacter lortetii
S000436513,1050,Thermochromatium tepidum
S000436547,531,Polaribacter irgensii
S000436606,971,Selenomonas ruminantium
S000436654,945,Ehrlichia chaffeensis
S000436822,69670,Brevundimonas halotolerans
S000436879,923,Halothiobacillus hydrothermalis
S000436882,143223,Salegentibacter salegens
S000436903,1015,Bergeyella zoohelcum
S000436945,1566,Desulfotomaculum australicum
S000436949,63612,Sodalis glossinidius
S000436977,948,Anaplasma phagocytophilum
S000437000,28903,Mycoplasma bovis
S000437033,35814,Bordetella holmesii
S000437035,518,Bordetella bronchiseptica
S000437036,519,Bordetella parapertussis
S000437037,520,Bordetella pertussis
S000437056,39645,Mesorhizobium ciceri
S000437083,33924,Mycoplasma testudinis
S000437114,34032,Desulfobulbus rhabdoformis
S000437115,34031,Desulfobacter vibrioformis
S000437122,785,Rickettsia typhi
S000437164,37450,Colwellia rossensis
S000437168,37448,Polaromonas vacuolata
S000437169,37453,Polaribacter franzmannii
S000437178,13264,Brachyspira innocens
S000437188,159,Brachyspira hyodysenteriae
S000437199,35795,Ehrlichia muris
S000437202,35769,Mycoplasma gateae
S000437221,36741,Mycoplasma feliminutum
S000437222,36742,Mycoplasma leonicaptivi
S000437223,36743,Mycoplasma leopharyngis
S000437236,37816,Rickettsia honei
S000437280,39100,Pseudothermotoga subterranea
S000437296,38815,Desulfuromonas acetexigens
S000437365,39841,Thermodesulforhabdus norvegica
S000437368,1681,Bifidobacterium bifidum
S000437396,74829,Pseudomonas balearica
S000437401,29559,Mycoplasma hyosynoviae
S000437417,40982,Desulfuromonas palmitatis
S000437418,40983,Geobacter hydrogenophilus
S000437451,384,Rhizobium leguminosarum
S000437467,42056,Desulfovibrio gabonensis
S000437480,41791,Desulfovibrio acrylicus
S000437489,42471,Desulfotomaculum thermocisternum
S000437501,29448,Bradyrhizobium elkanii
S000437509,1238,Piscirickettsia salmonis
S000437528,43305,Butyrivibrio proteoclasticus
S000437588,831,Butyrivibrio fibrisolvens
S000437590,45242,Capnocytophaga granulosa
S000437593,1018,Capnocytophaga ochracea
S000437598,45254,Dysgonomonas capnocytophagoides
S000437599,44671,Geobacter chapellei
S000437600,44672,Pelobacter venetianus
S000437601,44676,Geothrix fermentans
S000437611,144,Borrelia coriaceae
S000437636,45363,Mycoplasma alkalescens
S000437638,29553,Mycoplasma bovirhinis
S000437640,45362,Mycoplasma bovoculi
S000437641,29554,Mycoplasma canadense
S000437642,45361,Mycoplasma conjunctivae
S000437643,29562,Mycoplasma ovipneumoniae
S000437650,373,Rhizobium vitis
S000437652,45655,Desulfonema magnum
S000437653,45656,Desulfonema limicola
S000437655,45657,Desulfonema ishimotonii
S000437669,45658,Vibrio scophthalmi
S000437688,45629,Desulfovibrio halophilus
S000437741,46351,Mycobacterium hassiacum
S000437783,651183,Aurantimonas manganoxydans
S000437884,47839,Mycobacterium triplex
S000437890,47959,Thiobacillus aquaesulis
S000437919,48076,Marinobacterium georgiense
S000437977,48465,Prosthecobacter dejongeii
S000437978,48467,Prosthecobacter debontii
S000437979,48464,Prosthecobacter fusiformis
